from,to
39347,61676
39347,62504
39347,64233
39347,65064
39347,65954
39347,66877
39347,72989
39347,74165
39347,75323
39347,76573
39347,77935
39347,79583
39347,84707
39347,88822
39347,228846
39347,418279
39347,418301
39347,418329
39347,418381
39347,418442
39347,418531
39347,418552
39347,418562
39347,418607
39347,418624
39347,418668
39347,418706
39347,499048
39347,499059
39347,499086
39347,499091
39347,499099
39347,499144
39347,499226
39347,499231
39347,499241
39347,499246
39347,499275
39347,499278
39347,499294
39347,499299
39347,499304
39347,499315
39347,630330
39347,822984
39347,1025198
39347,1331423
39347,1331427
39347,1331465
39347,1331472
39347,1331520
39347,1331646
39347,1331651
39347,1331656
39347,1331661
39347,1331666
39347,1331669
39347,1331681
39347,1331687
39347,1331693
39347,1331717
39347,1640751
39347,1715231
39347,1715237
39347,1715245
39347,1715252
39347,1715261
39347,1715269
39347,1715283
39347,1715289
39347,1715352
39347,1715427
39347,1715434
39347,1715441
39347,1715449
39347,1715472
39347,1715512
39347,1715521
39347,1715532
39347,1715544
39347,1804986
39347,1948883
39347,2413410
39347,2496661
39347,2496667
39347,2496674
39347,2496681
39347,2496688
39347,2496709
39347,2496723
39347,2496784
39347,2496868
39347,2496881
39347,2496894
39347,2496917
39347,2496965
39347,2496972
39347,2496986
39347,2497500
39347,2638811
39347,2638816
39347,2638823
39347,2638833
39347,2638839
39347,2638846
39347,2638853
39347,2638868
39347,2639039
39347,2639064
39347,2639071
39347,2639079
39347,2639086
39347,2639106
39347,2639122
39347,2639166
39347,2640560
39347,2640573
39347,2640583
39347,2640602
39347,2640621
39347,2640639
39347,2640698
39347,2640814
39347,2640820
39347,2640826
39347,2640848
39347,2640854
39347,2640883
39347,2640891
39347,2640918
39347,3178338
39347,3211200
39347,3211209
39347,3211227
39347,3211233
39347,3211238
39347,3211248
39347,3211256
39347,3211336
39347,3211429
39347,3211437
39347,3211457
39347,3211466
39347,3211495
39347,3211510
39347,3211523
39347,3211540
39347,3211549
39347,3211562
39347,3211570
39347,3211578
39347,3283564
39347,3283581
39347,3283594
39347,3283602
39347,3283660
39347,3283826
39347,3283836
39347,3283847
39347,3283856
39347,3283866
39347,3283884
39347,3283893
39347,3283915
39347,3283930
39347,3283935
39347,3283946
39347,3283999
39347,3284022
39347,3335081
39347,3569235
39347,3598075
39347,3603437
39347,3682045
39347,3682060
39347,3682064
39347,3682081
39347,3682151
39347,3682212
39347,3682219
39347,3682226
39347,3682232
39347,3682243
39347,3682248
39347,3682265
39347,3682283
39347,3682300
39347,3712597
39347,3712641
39347,3712659
39347,3712664
39347,3712670
39347,3712736
39347,3712739
39347,3712815
39347,3712870
39347,3712886
39347,3712891
39347,3712914
39347,3712940
39347,3942619
39347,3992956
39347,4529915
39347,4530099
39347,4530110
39347,4530118
39347,4530134
39347,4530182
39347,4530185
39347,4530255
39347,4530263
39347,4530271
39347,4530280
39347,4530304
39347,4530312
39347,4530319
39347,4530335
39347,4530349
39347,4530374
39347,4530382
39347,4693429
39347,4696900
39347,5302153
39347,5459095
39347,5535280
39347,5576341
39549,39158
39549,39347
39549,39752
39549,39973
39549,40168
39549,40382
39549,49544
39549,50921
39549,52309
39549,55891
39549,58730
39549,60149
39549,62504
39549,63375
39549,65064
39549,65954
39549,66877
39549,72989
39549,74165
39549,75323
39549,76573
39549,77935
39549,79583
39549,81615
39549,84707
39549,88822
39549,418329
39549,418346
39549,418357
39549,418367
39549,418381
39549,418521
39549,418531
39549,418542
39549,418562
39549,418607
39549,418658
39549,418668
39549,499026
39549,499043
39549,499048
39549,499053
39549,499059
39549,499091
39549,499099
39549,499149
39549,499221
39549,499226
39549,499246
39549,499266
39549,499275
39549,499278
39549,499286
39549,499299
39549,505135
39549,880698
39549,896161
39549,1033539
39549,1165699
39549,1264295
39549,1331423
39549,1331432
39549,1331443
39549,1331447
39549,1331460
39549,1331465
39549,1331472
39549,1331520
39549,1331524
39549,1331619
39549,1331630
39549,1331651
39549,1331656
39549,1331666
39549,1331669
39549,1331681
39549,1331687
39549,1331710
39549,1331717
39549,1640751
39549,1715237
39549,1715261
39549,1715269
39549,1715283
39549,1715289
39549,1715434
39549,1715455
39549,1715472
39549,1715504
39549,1804986
39549,1948883
39549,2159971
39549,2413410
39549,2437900
39549,2496661
39549,2496667
39549,2496674
39549,2496681
39549,2496688
39549,2496695
39549,2496709
39549,2496716
39549,2496723
39549,2496731
39549,2496779
39549,2496909
39549,2496930
39549,2496936
39549,2496947
39549,2496972
39549,2496979
39549,2496986
39549,2497500
39549,2638823
39549,2638833
39549,2638839
39549,2638853
39549,2638860
39549,2638868
39549,2638875
39549,2639057
39549,2639079
39549,2639086
39549,2639092
39549,2639102
39549,2639106
39549,2639130
39549,2639137
39549,2639166
39549,2639173
39549,2640560
39549,2640583
39549,2640592
39549,2640621
39549,2640639
39549,2640650
39549,2640693
39549,2640775
39549,2640795
39549,2640820
39549,2640826
39549,2640832
39549,2640918
39549,3098344
39549,3178338
39549,3211200
39549,3211248
39549,3211256
39549,3211271
39549,3211279
39549,3211330
39549,3211423
39549,3211429
39549,3211447
39549,3211466
39549,3211475
39549,3211523
39549,3211540
39549,3211555
39549,3283564
39549,3283572
39549,3283594
39549,3283629
39549,3283660
39549,3283735
39549,3283739
39549,3283826
39549,3283856
39549,3283866
39549,3283884
39549,3283915
39549,3283946
39549,3283988
39549,3283999
39549,3513813
39549,3682045
39549,3682048
39549,3682054
39549,3682060
39549,3682064
39549,3682069
39549,3682086
39549,3682151
39549,3682212
39549,3682219
39549,3682226
39549,3682248
39549,3682252
39549,3682265
39549,3682278
39549,3682295
39549,3682300
39549,3712597
39549,3712600
39549,3712637
39549,3712649
39549,3712654
39549,3712670
39549,3712736
39549,3712739
39549,3712809
39549,3712815
39549,3712856
39549,3712864
39549,3712870
39549,3712876
39549,3712914
39549,3712940
39549,3819212
39549,3825531
39549,4023070
39549,4046884
39549,4120391
39549,4529911
39549,4529915
39549,4529923
39549,4530083
39549,4530091
39549,4530099
39549,4530110
39549,4530118
39549,4530182
39549,4530255
39549,4530280
39549,4530288
39549,4530312
39549,4530319
39549,4530335
39549,4530382
39549,4693429
39549,4721618
39549,4936083
39549,4958677
39549,5300058
39549,5302153
39549,5306799
39549,5535280
39752,39158
39752,39347
39752,39549
39752,39973
39752,40168
39752,40382
39752,45172
39752,48255
39752,49085
39752,49976
39752,50448
39752,51822
39752,57000
39752,57544
39752,58145
39752,59375
39752,60149
39752,60956
39752,61676
39752,66877
39752,74165
39752,75323
39752,76573
39752,77935
39752,81615
39752,84707
39752,88822
39752,418291
39752,418310
39752,418329
39752,418357
39752,418367
39752,418381
39752,418521
39752,418531
39752,418542
39752,418552
39752,418624
39752,418628
39752,418658
39752,418668
39752,418691
39752,436376
39752,499026
39752,499037
39752,499053
39752,499059
39752,499091
39752,499099
39752,499144
39752,499221
39752,499251
39752,499266
39752,499275
39752,499278
39752,499304
39752,499321
39752,508777
39752,530528
39752,649441
39752,880698
39752,896161
39752,1025198
39752,1331427
39752,1331432
39752,1331438
39752,1331661
39752,1331666
39752,1331687
39752,1331717
39752,1640751
39752,1715237
39752,1715261
39752,1715289
39752,1715307
39752,1715352
39752,1715449
39752,1715462
39752,1715472
39752,1715478
39752,1715492
39752,1715504
39752,1715521
39752,1715538
39752,1715544
39752,1948883
39752,2373313
39752,2437900
39752,2496667
39752,2496674
39752,2496701
39752,2496709
39752,2496723
39752,2496779
39752,2496784
39752,2496874
39752,2496900
39752,2496909
39752,2496936
39752,2496947
39752,2496956
39752,2496986
39752,2497500
39752,2638823
39752,2638839
39752,2638846
39752,2638860
39752,2638875
39752,2639028
39752,2639048
39752,2640573
39752,2640602
39752,2640611
39752,2640630
39752,2640650
39752,2640781
39752,2640826
39752,2640832
39752,2640854
39752,2640902
39752,2640910
39752,3072654
39752,3088035
39752,3211200
39752,3211209
39752,3211248
39752,3211256
39752,3211265
39752,3211271
39752,3211279
39752,3211336
39752,3211423
39752,3211540
39752,3211549
39752,3211555
39752,3211562
39752,3211578
39752,3283572
39752,3283594
39752,3283629
39752,3283735
39752,3283847
39752,3283866
39752,3283884
39752,3283978
39752,3283999
39752,3284008
39752,3284022
39752,3350068
39752,3450536
39752,3569235
39752,3598075
39752,3603437
39752,3662151
39752,3682060
39752,3682086
39752,3682151
39752,3682154
39752,3682226
39752,3682238
39752,3682243
39752,3682262
39752,3682265
39752,3682274
39752,3682300
39752,3712597
39752,3712606
39752,3712678
39752,3712736
39752,3712833
39752,3712856
39752,3712864
39752,3712876
39752,3712891
39752,3712933
39752,3899776
39752,4145480
39752,4307913
39752,4530091
39752,4530110
39752,4530134
39752,4530255
39752,4530280
39752,4530319
39752,4530365
39752,4530374
39752,4693429
39752,5302153
39752,5576341
39973,36811
39973,39347
39973,39549
39973,39752
39973,40168
39973,40382
39973,40612
39973,41461
39973,48677
39973,50448
39973,58730
39973,62504
39973,63375
39973,64233
39973,65954
39973,66877
39973,72989
39973,74165
39973,75323
39973,76573
39973,77935
39973,79583
39973,81615
39973,88822
39973,262606
39973,418279
39973,418291
39973,418310
39973,418346
39973,418357
39973,418367
39973,418381
39973,418448
39973,418521
39973,418531
39973,418552
39973,418562
39973,418576
39973,418588
39973,418598
39973,418607
39973,418658
39973,418668
39973,418682
39973,418706
39973,436376
39973,472437
39973,499037
39973,499080
39973,499091
39973,499149
39973,499221
39973,499246
39973,499266
39973,499286
39973,499294
39973,499299
39973,499304
39973,499315
39973,630330
39973,774931
39973,852945
39973,880698
39973,896161
39973,1025198
39973,1033539
39973,1331423
39973,1331432
39973,1331438
39973,1331443
39973,1331452
39973,1331460
39973,1331524
39973,1331619
39973,1331646
39973,1331656
39973,1331661
39973,1331666
39973,1331669
39973,1331674
39973,1331681
39973,1331710
39973,1331717
39973,1601519
39973,1640751
39973,1650573
39973,1715227
39973,1715231
39973,1715237
39973,1715245
39973,1715283
39973,1715307
39973,1715348
39973,1715352
39973,1715427
39973,1715455
39973,1715472
39973,1715512
39973,1715532
39973,1715538
39973,1715544
39973,1804986
39973,1948883
39973,2034767
39973,2070954
39973,2415295
39973,2437900
39973,2496661
39973,2496674
39973,2496688
39973,2496695
39973,2496701
39973,2496723
39973,2496731
39973,2496779
39973,2496784
39973,2496860
39973,2496868
39973,2496874
39973,2496894
39973,2496900
39973,2496926
39973,2496930
39973,2496936
39973,2496947
39973,2496965
39973,2496979
39973,2497500
39973,2638811
39973,2638823
39973,2638833
39973,2638846
39973,2638875
39973,2638928
39973,2638932
39973,2639028
39973,2639039
39973,2639057
39973,2639079
39973,2639086
39973,2639092
39973,2639122
39973,2639130
39973,2639137
39973,2639144
39973,2639173
39973,2640555
39973,2640560
39973,2640573
39973,2640602
39973,2640611
39973,2640639
39973,2640650
39973,2640775
39973,2640789
39973,2640803
39973,2640814
39973,2640826
39973,2640848
39973,2640867
39973,2640902
39973,2640910
39973,2640918
39973,3072654
39973,3088028
39973,3211204
39973,3211209
39973,3211227
39973,3211248
39973,3211265
39973,3211271
39973,3211330
39973,3211336
39973,3211429
39973,3211437
39973,3211466
39973,3211475
39973,3211495
39973,3211514
39973,3211540
39973,3211555
39973,3211570
39973,3211578
39973,3283549
39973,3283572
39973,3283581
39973,3283602
39973,3283629
39973,3283646
39973,3283826
39973,3283847
39973,3283884
39973,3283893
39973,3283930
39973,3283965
39973,3283988
39973,3283999
39973,3284008
39973,3350068
39973,3450536
39973,3513813
39973,3603437
39973,3682045
39973,3682048
39973,3682054
39973,3682086
39973,3682151
39973,3682226
39973,3682243
39973,3682274
39973,3682278
39973,3682283
39973,3682295
39973,3682300
39973,3712597
39973,3712600
39973,3712641
39973,3712654
39973,3712659
39973,3712664
39973,3712678
39973,3712736
39973,3712809
39973,3712838
39973,3712843
39973,3712849
39973,3712864
39973,3712891
39973,3712921
39973,3850181
39973,3899776
39973,4046884
39973,4145480
39973,4217444
39973,4438279
39973,4529923
39973,4530099
39973,4530110
39973,4530118
39973,4530134
39973,4530182
39973,4530255
39973,4530288
39973,4530296
39973,4530304
39973,4530312
39973,4530319
39973,4530349
39973,4530357
39973,4530365
39973,4530374
39973,4693429
39973,4696900
39973,5300058
39973,5302153
39973,5306799
39973,5535280
39973,5596267
40168,39549
40168,39752
40168,39973
40168,40382
40168,40612
40168,40804
40168,41461
40168,45466
40168,48255
40168,53222
40168,53729
40168,54267
40168,58730
40168,60149
40168,61676
40168,62504
40168,63375
40168,64233
40168,65064
40168,66877
40168,75323
40168,76573
40168,77935
40168,79583
40168,81615
40168,84707
40168,88822
40168,418279
40168,418291
40168,418301
40168,418310
40168,418337
40168,418346
40168,418357
40168,418442
40168,418521
40168,418531
40168,418552
40168,418562
40168,418576
40168,418598
40168,418607
40168,418624
40168,418649
40168,418682
40168,418691
40168,499026
40168,499053
40168,499059
40168,499080
40168,499091
40168,499099
40168,499149
40168,499221
40168,499226
40168,499231
40168,499236
40168,499256
40168,499266
40168,499275
40168,499286
40168,499294
40168,499304
40168,499309
40168,499315
40168,499321
40168,505135
40168,508777
40168,649441
40168,774931
40168,852945
40168,896161
40168,1031569
40168,1331432
40168,1331438
40168,1331443
40168,1331452
40168,1331456
40168,1331460
40168,1331524
40168,1331630
40168,1331651
40168,1331656
40168,1331661
40168,1331681
40168,1331687
40168,1331693
40168,1331710
40168,1650573
40168,1715227
40168,1715231
40168,1715237
40168,1715245
40168,1715252
40168,1715261
40168,1715298
40168,1715307
40168,1715348
40168,1715352
40168,1715449
40168,1715455
40168,1715504
40168,1715521
40168,1715532
40168,1715538
40168,1948883
40168,2034767
40168,2298361
40168,2370447
40168,2496661
40168,2496667
40168,2496674
40168,2496681
40168,2496695
40168,2496709
40168,2496723
40168,2496779
40168,2496784
40168,2496860
40168,2496868
40168,2496874
40168,2496888
40168,2496900
40168,2496909
40168,2496926
40168,2496936
40168,2496956
40168,2496965
40168,2496972
40168,2496979
40168,2497500
40168,2533526
40168,2638833
40168,2638846
40168,2638875
40168,2638883
40168,2638932
40168,2639048
40168,2639057
40168,2639079
40168,2639086
40168,2639092
40168,2639102
40168,2639106
40168,2639122
40168,2639130
40168,2639137
40168,2640573
40168,2640583
40168,2640611
40168,2640639
40168,2640650
40168,2640781
40168,2640789
40168,2640795
40168,2640803
40168,2640826
40168,2640854
40168,2640883
40168,2640891
40168,2640902
40168,3049054
40168,3211200
40168,3211227
40168,3211233
40168,3211238
40168,3211248
40168,3211265
40168,3211271
40168,3211330
40168,3211437
40168,3211457
40168,3211466
40168,3211510
40168,3211523
40168,3211540
40168,3211562
40168,3260305
40168,3283581
40168,3283594
40168,3283629
40168,3283735
40168,3283739
40168,3283836
40168,3283847
40168,3283866
40168,3283874
40168,3283893
40168,3283946
40168,3283965
40168,3283978
40168,3284022
40168,3335081
40168,3483307
40168,3513813
40168,3587465
40168,3603437
40168,3682045
40168,3682048
40168,3682064
40168,3682081
40168,3682086
40168,3682095
40168,3682099
40168,3682151
40168,3682154
40168,3682243
40168,3682265
40168,3682278
40168,3682283
40168,3682300
40168,3712597
40168,3712600
40168,3712641
40168,3712649
40168,3712654
40168,3712659
40168,3712664
40168,3712736
40168,3712739
40168,3712809
40168,3712815
40168,3712822
40168,3712827
40168,3712843
40168,3712849
40168,3712856
40168,3712864
40168,3712870
40168,3712876
40168,3712886
40168,3712891
40168,3712940
40168,4529911
40168,4529915
40168,4530075
40168,4530083
40168,4530099
40168,4530118
40168,4530125
40168,4530182
40168,4530255
40168,4530263
40168,4530271
40168,4530280
40168,4530288
40168,4530296
40168,4530312
40168,4530319
40168,4530332
40168,4530335
40168,4530357
40168,4530365
40168,4530374
40168,4530382
40168,4610525
40168,4681238
40168,4693429
40168,4696900
40168,4863315
40168,4869756
40168,4958677
40168,5212415
40168,5302153
40168,5535280
40382,39549
40382,39752
40382,39973
40382,40168
40382,40612
40382,40804
40382,40964
40382,41461
40382,42967
40382,46477
40382,51822
40382,55891
40382,57000
40382,58145
40382,60956
40382,61676
40382,65064
40382,66877
40382,72989
40382,74165
40382,75323
40382,76573
40382,77935
40382,79583
40382,81615
40382,84707
40382,88822
40382,418279
40382,418301
40382,418320
40382,418329
40382,418346
40382,418442
40382,418448
40382,418531
40382,418542
40382,418562
40382,418588
40382,418628
40382,418649
40382,418682
40382,418706
40382,489491
40382,499037
40382,499043
40382,499059
40382,499086
40382,499099
40382,499144
40382,499149
40382,499226
40382,499231
40382,499241
40382,499246
40382,499251
